termDisplayName,termDisplayNameNonPreferred,termName,foreName,middleName,surName,initials,salutation,title,nameAdditions,termLanguage,termPrefForLang,termType,termFlag,termQualifier,termSource,termSourceID,termSourceDetail,termSourceNote,termStatus,birthDateGroup,deathDateGroup,birthPlace,deathPlace,group,nationality,gender,occupation,schoolOrStyle,bioNote,nameNote,email,emailType,telephoneNumber,telephoneNumberType,faxNumber,faxNumberType,webAddress,webAddressType,addressType,addressPlace1,addressPlace2,addressMunicipality,addressStateOrProvince,addressPostCode,addressCountry
Maria Miller,,Maria Miller,Maria,,Miller,AT,dear,Dr,additions text,Chinese, true,descriptor,,qualifier text,Book One,65058,detail text,source text,rejected,1880,unknown,Johannesburg,Los Angeles,group text,,female,occupation text,school text,,name note text,email@address,business,000-555-1407,other,000-555-4740,business,notaURL.atall,business,business,,,,,,
Susan Wilson,,Susan Wilson,Susan,,Wilson,JW,hello,Professor,additions text,English, true,alternate descriptor,,qualifier text,Book Two,65391,detail text,source text,provisional,1954,,Beijing,San Jose,group text,,female,occupation text,school text,,name note text,email@address,personal,000-555-1408,business,000-555-4741,home,notaURL.atall,personal,home,,,,,,
Margaret Moore,,Margaret Moore,Margaret,,Moore,RI,to,Ms,additions text,French, false,used for term,,qualifier text,Book Three,65724,detail text,source text,under review,1940,,Shanghai,Puerto Limon,group text,,female,occupation text,school text,,name note text,email@address,other,000-555-1409,home,000-555-4742,other,notaURL.atall,other,other,,,,,,
Dorothy Taylor,,Dorothy Taylor,Dorothy,,Taylor,JM,dear,Dr,additions text,German, true,descriptor,,qualifier text,Book Four,66057,detail text,source text,accepted,1964,,Jerusalem,Sydney,group text,,female,occupation text,school text,,name note text,email@address,business,000-555-1410,mobile,000-555-4743,business,notaURL.atall,business,business,,,,,,
Lisa Anderson,,Lisa Anderson,Lisa,,Anderson,JM,hello,Professor,additions text,Hebrew, true,alternate descriptor,,qualifier text,Book Five,66390,detail text,source text,rejected,1932,,Tel Aviv,Melbourne,group text,,female,occupation text,school text,,name note text,email@address,personal,000-555-1411,other,000-555-4744,home,notaURL.atall,personal,home,,,,,,
Mary Ann Evans,George Eliot,Mary Ann Evans; George Eliot,Mary Ann,,Evans,LF,to,Ms,additions text,Indonesian, false,used for term,,qualifier text,Book One,66723,detail text,source text,provisional,1819,1880,London,South Tarawa,group text,,female,occupation text,school text,,name note text,email@address,other,000-555-1412,business,000-555-4745,other,notaURL.atall,other,other,,,,,,
Amandine Dupin,George Sand,Amandine Dupin; George Sand,Amandine,,Dupin,DK,dear,Dr,additions text,Italian, true,descriptor,,qualifier text,Book Two,67056,detail text,source text,under review,1804,1876,Manchester,Betio Village,group text,,female,occupation text,school text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Purus in massa tempor nec feugiat. Morbi tincidunt ornare massa eget egestas purus. Nibh sit amet commodo nulla. Cursus sit amet dictum sit. Ultrices dui sapien eget mi. Amet facilisis magna etiam tempor orci eu lobortis elementum nibh. Nulla posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Netus et malesuada fames ac turpis egestas sed tempus. Iaculis eu non diam phasellus vestibulum lorem sed risus.",name note text,email@address,business,000-555-1413,home,000-555-4746,business,notaURL.atall,business,business,,,,,,
Karen Blixen,Isak Dinesen,Karen Blixen; Isak Dinesen,Karen,,Blixen,AC,hello,Professor,additions text,Japanese, true,alternate descriptor,,qualifier text,Book Three,67389,detail text,source text,accepted,1885,1962,Paris,Lima,group text,,female,occupation text,school text,,name note text,email@address,personal,000-555-1414,mobile,000-555-4747,home,notaURL.atall,personal,home,,,,,,
Stephen King,Richard Bachman,Stephen King; Richard Bachman,Stephen,,King,IH,to,Mr,additions text,Korean, false,used for term,,qualifier text,Book Four,67722,detail text,source text,rejected,1947,,Lyon,Arequipa,group text,,male,occupation text,school text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Purus in massa tempor nec feugiat. Morbi tincidunt ornare massa eget egestas purus. Nibh sit amet commodo nulla. Cursus sit amet dictum sit. Ultrices dui sapien eget mi. Amet facilisis magna etiam tempor orci eu lobortis elementum nibh. Nulla posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Netus et malesuada fames ac turpis egestas sed tempus. Iaculis eu non diam phasellus vestibulum lorem sed risus.",name note text,email@address,other,000-555-1415,other,000-555-4748,other,notaURL.atall,other,other,,,,,,
Howard O'Brien,Anne Rice,Howard O'Brien; Anne Rice,Howard,,O'Brien,AT,dear,Dr,additions text,Latin, true,descriptor,,qualifier text,Book Five,68055,detail text,source text,provisional,1941,,New York,Santiago,group text,,male,occupation text,school text,,name note text,email@address,business,000-555-1416,business,000-555-4749,business,notaURL.atall,business,business,,,,,,
Cecil Smith,C. S. Forester,Cecil Smith; C. S. Forester,Cecil,,Smith,JW,hello,Professor,additions text,Malaysian, true,alternate descriptor,,qualifier text,Book One,68388,detail text,source text,under review,1899,1966,Los Angeles,Puente Alto,group text,,male,occupation text,school text,,name note text,email@address,personal,000-555-1417,home,000-555-4750,home,notaURL.atall,personal,home,,,,,,
Brook Busey,Diablo Cody,Brook Busey; Diablo Cody,Brook,,Busey,RI,to,Ms,additions text,Middle English, false,used for term,,qualifier text,Book Two,68721,detail text,source text,accepted,1978,,San Jose,Algiers,group text,,female,occupation text,school text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Purus in massa tempor nec feugiat. Morbi tincidunt ornare massa eget egestas purus. Nibh sit amet commodo nulla. Cursus sit amet dictum sit. Ultrices dui sapien eget mi. Amet facilisis magna etiam tempor orci eu lobortis elementum nibh. Nulla posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Netus et malesuada fames ac turpis egestas sed tempus. Iaculis eu non diam phasellus vestibulum lorem sed risus.",name note text,email@address,other,000-555-1418,mobile,000-555-4751,other,notaURL.atall,other,other,,,,,,
Theodore Geisel,Dr. Seuss,Theodore Geisel; Dr. Seuss,Theodore,,Geisel,JM,dear,Dr,additions text,Old English, true,descriptor,,qualifier text,Book Three,69054,detail text,source text,rejected,1904,1991,Puerto Limon,Oran,group text,,male,occupation text,school text,,name note text,email@address,business,000-555-1419,other,000-555-4752,business,notaURL.atall,business,business,,,,,,
George Remi,HergÃ©; Herge,George Remi; HergÃ©,George,,Remi,JM,hello,Professor,additions text,Portuguese, true,alternate descriptor,,qualifier text,Book Four,69387,detail text,source text,provisional,1907,1983,Sydney,Pretoria,group text,,male,occupation text,school text,,name note text,email@address,personal,000-555-1420,business,000-555-4753,home,notaURL.atall,personal,home,,,,,,
David Cornwell,John Le CarrÃ©; John Le Carre,David Cornwell; John Le CarrÃ©,David,,Cornwell,LF,to,Mr,additions text,Romanian, false,used for term,,qualifier text,Book Five,69720,detail text,source text,under review,1931,,Melbourne,Johannesburg,group text,,male,occupation text,school text,,name note text,email@address,other,000-555-1421,home,000-555-4754,other,notaURL.atall,other,other,,,,,,
Charles Edouard Jeanneret,Le Courbusier,Charles Edouard Jeanneret; Le Courbusier,Charles,,Jeanneret,DK,dear,Dr,additions text,Russian, true,descriptor,,qualifier text,Book One,70053,detail text,source text,accepted,1887,1965,South Tarawa,Tel Aviv,group text,,male,occupation text,school text,,name note text,email@address,business,000-555-1422,mobile,000-555-4755,business,notaURL.atall,business,business,,,,,,
Domeniko Theotokopulos,El Greco,Domeniko Theotokopulos; El Greco,Domeniko,,Theotokopulos,AC,hello,Professor,additions text,Spanish, true,alternate descriptor,,qualifier text,Book Two,70386,detail text,source text,rejected,1541,1614,Betio Village,London,group text,,male,occupation text,school text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Purus in massa tempor nec feugiat. Morbi tincidunt ornare massa eget egestas purus. Nibh sit amet commodo nulla. Cursus sit amet dictum sit. Ultrices dui sapien eget mi. Amet facilisis magna etiam tempor orci eu lobortis elementum nibh. Nulla posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Netus et malesuada fames ac turpis egestas sed tempus. Iaculis eu non diam phasellus vestibulum lorem sed risus.",name note text,email@address,personal,000-555-1423,other,000-555-4756,home,notaURL.atall,personal,home,,,,,,
Touko Laaksonen,Tom of Finland,Touko Laaksonen; Tom of Findland,Touko,,Laaksonen,IH,to,Mr,additions text,Swahili, false,used for term,,qualifier text,Book Three,70719,detail text,source text,provisional,1920,1991,Lima,Manchester,group text,,male,occupation text,school text,,name note text,email@address,other,000-555-1424,business,000-555-4757,other,notaURL.atall,other,other,,,,,,
BjÃ¸rn NÃ¸rgaard,Bjorn Norgaard,BjÃ¸rn NÃ¸rgaard,BjÃ¸rn,,NÃ¸rgaard,AT,dear,Dr,additions text,Swedish, true,descriptor,,qualifier text,Book Four,71052,detail text,source text,under review,1947,,Arequipa,Paris,group text,Danish,male,occupation text,school text,,name note text,email@address,business,000-555-1425,home,000-555-4758,business,notaURL.atall,business,business,,,,,,
Richard J. Anobile,,Richard J. Anobile,Richard,,Anobile,JW,hello,Professor,additions text,Tagalog, true,alternate descriptor,,qualifier text,Book Five,71385,detail text,source text,accepted,,,Santiago,Lyon,group text,American,male,occupation text,school text,,name note text,email@address,personal,000-555-1426,mobile,000-555-4759,home,notaURL.atall,personal,home,,,,,,
Helen Morgan,,Helen Morgan,Helen,,Morgan,RI,to,Ms,additions text,Yoruba, false,used for term,,qualifier text,Book One,71718,detail text,source text,rejected,1900,1941,Puente Alto,New York,group text,American,female,occupation text,school text,,name note text,email@address,other,000-555-1427,other,000-555-4760,other,notaURL.atall,other,other,,,,,,
Clara Bow,,Clara Bow,Clara,,Bow,JM,dear,Dr,additions text,Ancient Greek, true,descriptor,,qualifier text,Book Two,72051,detail text,source text,provisional,1905,1965,Algiers,Los Angeles,group text,American,female,occupation text,school text,,name note text,email@address,business,000-555-1428,business,000-555-4761,business,notaURL.atall,business,business,,,,,,
Harold Lloyd,,Harold Lloyd,Harold,,Lloyd,JM,hello,Professor,additions text,Arabic, true,alternate descriptor,,qualifier text,Book Three,72384,detail text,source text,under review,1893,1971,Oran,San Jose,group text,American,male,occupation text,school text,,name note text,email@address,personal,000-555-1429,home,000-555-4762,home,notaURL.atall,personal,home,,,,,,
Maurice Chevalier,,Maurice Chevalier,Maurice,,Chevalier,LF,to,Mr,additions text,Armenian, false,used for term,,qualifier text,Book Four,72717,detail text,source text,accepted,1888,1972,Pretoria,Puerto Limon,group text,French,male,occupation text,school text,,name note text,email@address,other,000-555-1430,mobile,000-555-4763,other,notaURL.atall,other,other,,,,,,
Bud Green,,Bud Green,Bud,,Green,DK,dear,Dr,additions text,Chinese, true,descriptor,,qualifier text,Book Five,73050,detail text,source text,rejected,1897,1981,Johannesburg,Sydney,group text,American,male,occupation text,school text,,name note text,email@address,business,000-555-1431,other,000-555-4764,business,notaURL.atall,business,business,,,,,,
Rudolph Valentino,,Rudolph Valentino,Rudolph,,Valentino,AC,hello,Professor,additions text,English, true,alternate descriptor,,qualifier text,Book One,73383,detail text,source text,provisional,1895,1926,Beijing,Melbourne,group text,Italian,male,occupation text,school text,,name note text,email@address,personal,000-555-1432,business,000-555-4765,home,notaURL.atall,personal,home,,,,,,
Harry Crosby Jr.,Bing Crosby,Harry Crosby Jr.; Bing Crosby,Harry,,Crosby,IH,to,Mr,additions text,French, false,used for term,,qualifier text,Book Two,73716,detail text,source text,under review,1903,1977,Shanghai,South Tarawa,group text,American,male,occupation text,school text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Purus in massa tempor nec feugiat. Morbi tincidunt ornare massa eget egestas purus. Nibh sit amet commodo nulla. Cursus sit amet dictum sit. Ultrices dui sapien eget mi. Amet facilisis magna etiam tempor orci eu lobortis elementum nibh. Nulla posuere sollicitudin aliquam ultrices sagittis orci a scelerisque. Netus et malesuada fames ac turpis egestas sed tempus. Iaculis eu non diam phasellus vestibulum lorem sed risus.",name note text,email@address,other,000-555-1433,home,000-555-4766,other,notaURL.atall,other,other,,,,,,
Herman Patrick Tappe,,Herman Patrick Tappe,Herman,,Tappe,AT,dear,Dr,additions text,German, true,descriptor,,qualifier text,Book Three,74049,detail text,source text,accepted,1876,1954,Jerusalem,Betio Village,group text,American,male,occupation text,school text,,name note text,email@address,business,000-555-1434,mobile,000-555-4767,business,notaURL.atall,business,business,,,,,,
Eleanor Brown,,Eleanor Brown,Eleanor,,Brown,JW,hello,Professor,additions text,Hebrew, true,alternate descriptor,,qualifier text,Book Four,74382,detail text,source text,rejected,2012,,Tel Aviv,Lima,group text,American,female,occupation text,school text,,name note text,email@address,personal,000-555-1435,other,000-555-4768,home,notaURL.atall,personal,home,,,,,,
